YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN_AIRPORT_ID,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST_CITY_NAME,CRS_DEP_TIME,CRS_ARR_TIME,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,DISTANCE
2015,1,22,4,DL,12953,"New York, NY",13204,"Orlando, FL",2050,2354,14,0,0,950
2015,1,22,4,DL,10397,"Atlanta, GA",12953,"New York, NY",1245,1459,0,0,0,762
2015,1,22,4,DL,14679,"San Diego, CA",11433,"Detroit, MI",1150,1914,0,0,0,1956
2015,1,22,4,DL,10397,"Atlanta, GA",10208,"Augusta, GA",1909,2001,0,0,0,143
2015,1,22,4,DL,10397,"Atlanta, GA",12266,"Houston, TX",1342,1501,0,0,0,689
2015,1,22,4,DL,12266,"Houston, TX",10397,"Atlanta, GA",1541,1843,0,0,0,689
2015,1,22,4,DL,11433,"Detroit, MI",12889,"Las Vegas, NV",1535,1716,0,0,0,1749
2015,1,22,4,DL,10397,"Atlanta, GA",15304,"Tampa, FL",1830,1955,0,0,0,406
2015,1,22,4,DL,14107,"Phoenix, AZ",13487,"Minneapolis, MN",800,1209,0,0,0,1276
2015,1,22,4,DL,11433,"Detroit, MI",13930,"Chicago, IL",1520,1555,3,0,0,235
2015,1,22,4,DL,13930,"Chicago, IL",11433,"Detroit, MI",1635,1905,0,0,0,235
2015,1,22,4,DL,10397,"Atlanta, GA",14100,"Philadelphia, PA",850,1049,0,0,0,666
2015,1,22,4,DL,14100,"Philadelphia, PA",10397,"Atlanta, GA",1130,1351,0,0,0,666
2015,1,22,4,DL,10397,"Atlanta, GA",10821,"Baltimore, MD",1110,1300,0,0,0,577
2015,1,22,4,DL,10821,"Baltimore, MD",10397,"Atlanta, GA",1345,1551,0,0,0,577
2015,1,22,4,DL,13487,"Minneapolis, MN",12953,"New York, NY",1010,1348,0,0,0,1020
2015,1,22,4,DL,14100,"Philadelphia, PA",13487,"Minneapolis, MN",815,1026,0,0,0,980
2015,1,22,4,DL,11697,"Fort Lauderdale, FL",12953,"New York, NY",700,951,0,0,0,1076
2015,1,22,4,DL,11433,"Detroit, MI",14635,"Fort Myers, FL",1745,2045,0,0,0,1084
2015,1,22,4,DL,10397,"Atlanta, GA",10721,"Boston, MA",1359,1630,0,0,0,946
2015,1,22,4,DL,10721,"Boston, MA",10397,"Atlanta, GA",710,1026,0,0,0,946
2015,1,22,4,DL,11193,"Cincinnati, OH",15304,"Tampa, FL",933,1151,0,0,0,773
2015,1,22,4,DL,15304,"Tampa, FL",11193,"Cincinnati, OH",1300,1506,0,0,0,773
2015,1,22,4,DL,11193,"Cincinnati, OH",13204,"Orlando, FL",1355,1609,0,0,0,757
2015,1,22,4,DL,10397,"Atlanta, GA",15249,"Tallahassee, FL",2205,2312,0,0,0,223
2015,1,22,4,DL,13487,"Minneapolis, MN",14771,"San Francisco, CA",1745,2009,0,0,0,1589
2015,1,22,4,DL,12892,"Los Angeles, CA",11433,"Detroit, MI",710,1442,0,0,0,1979
2015,1,22,4,DL,10397,"Atlanta, GA",14869,"Salt Lake City, UT",1205,1422,0,0,0,1590
2015,1,22,4,DL,11697,"Fort Lauderdale, FL",12478,"New York, NY",1320,1615,0,0,0,1069
2015,1,22,4,DL,13204,"Orlando, FL",13487,"Minneapolis, MN",1619,1855,0,0,0,1310
2015,1,22,4,DL,13487,"Minneapolis, MN",13204,"Orlando, FL",1112,1527,0,0,0,1310
2015,1,22,4,DL,13487,"Minneapolis, MN",13204,"Orlando, FL",1918,2328,0,0,0,1310
2015,1,22,4,DL,11292,"Denver, CO",11433,"Detroit, MI",1143,1626,0,0,0,1123
2015,1,22,4,DL,11433,"Detroit, MI",11292,"Denver, CO",840,1008,0,0,0,1123
2015,1,22,4,DL,13204,"Orlando, FL",13487,"Minneapolis, MN",935,1209,0,0,0,1310
2015,1,22,4,DL,10397,"Atlanta, GA",11433,"Detroit, MI",1856,2057,40,1,0,594
2015,1,22,4,DL,11697,"Fort Lauderdale, FL",12953,"New York, NY",1915,2207,0,0,0,1076
2015,1,22,4,DL,10397,"Atlanta, GA",10257,"Albany, NY",1922,2137,0,0,0,853
2015,1,22,4,DL,11292,"Denver, CO",10397,"Atlanta, GA",610,1115,0,0,0,1199
2015,1,22,4,DL,10397,"Atlanta, GA",11996,"Greer, SC",2250,2343,0,0,0,153
2015,1,22,4,DL,13204,"Orlando, FL",10397,"Atlanta, GA",620,753,0,0,0,404
2015,1,22,4,DL,11433,"Detroit, MI",14027,"West Palm Beach/Palm Beach, FL",850,1207,0,0,0,1086
2015,1,22,4,DL,14027,"West Palm Beach/Palm Beach, FL",11433,"Detroit, MI",1330,1631,0,0,0,1086
2015,1,22,4,DL,11193,"Cincinnati, OH",10397,"Atlanta, GA",600,749,0,0,0,373
2015,1,22,4,DL,10397,"Atlanta, GA",11267,"Dayton, OH",1211,1345,0,0,0,432
2015,1,22,4,DL,11267,"Dayton, OH",10397,"Atlanta, GA",1425,1617,0,0,0,432
2015,1,22,4,DL,10397,"Atlanta, GA",14730,"Louisville, KY",810,929,3,0,0,321
2015,1,22,4,DL,14730,"Louisville, KY",10397,"Atlanta, GA",1005,1135,0,0,0,321
2015,1,22,4,DL,10721,"Boston, MA",11433,"Detroit, MI",1638,1904,0,0,0,632
2015,1,22,4,DL,14869,"Salt Lake City, UT",10397,"Atlanta, GA",830,1416,0,0,0,1590
2015,1,22,4,DL,10397,"Atlanta, GA",10821,"Baltimore, MD",1630,1819,0,0,0,577
2015,1,22,4,DL,10821,"Baltimore, MD",10397,"Atlanta, GA",1900,2106,0,0,0,577
2015,1,22,4,DL,13204,"Orlando, FL",12953,"New York, NY",810,1044,0,0,0,950
2015,1,22,4,DL,10397,"Atlanta, GA",11697,"Fort Lauderdale, FL",1623,1814,0,0,0,581
2015,1,22,4,DL,11697,"Fort Lauderdale, FL",10397,"Atlanta, GA",1905,2105,0,0,0,581
2015,1,22,4,DL,10397,"Atlanta, GA",13487,"Minneapolis, MN",1635,1822,0,0,0,907
2015,1,22,4,DL,11996,"Greer, SC",10397,"Atlanta, GA",830,936,0,0,0,153
2015,1,22,4,DL,12889,"Las Vegas, NV",13487,"Minneapolis, MN",919,1427,9,0,0,1299
2015,1,22,4,DL,13487,"Minneapolis, MN",11697,"Fort Lauderdale, FL",735,1218,0,0,0,1487
2015,1,22,4,DL,10397,"Atlanta, GA",11423,"Des Moines, IA",1500,1613,0,0,0,743
2015,1,22,4,DL,11423,"Des Moines, IA",10397,"Atlanta, GA",1652,1954,0,0,0,743
2015,1,22,4,DL,11697,"Fort Lauderdale, FL",13487,"Minneapolis, MN",1315,1614,0,0,0,1487
2015,1,22,4,DL,10397,"Atlanta, GA",12339,"Indianapolis, IN",1340,1513,0,0,0,432
2015,1,22,4,DL,10397,"Atlanta, GA",12339,"Indianapolis, IN",1914,2050,0,0,0,432
2015,1,22,4,DL,10821,"Baltimore, MD",11433,"Detroit, MI",1254,1435,2,0,0,409
2015,1,22,4,DL,11433,"Detroit, MI",10821,"Baltimore, MD",1025,1209,7,0,0,409
2015,1,22,4,DL,10397,"Atlanta, GA",12992,"Little Rock, AR",1605,1643,0,0,0,453
2015,1,22,4,DL,12992,"Little Rock, AR",10397,"Atlanta, GA",1725,2000,1,0,0,453
2015,1,22,4,DL,12889,"Las Vegas, NV",13487,"Minneapolis, MN",1612,2119,6,0,0,1299
2015,1,22,4,DL,10397,"Atlanta, GA",11292,"Denver, CO",2032,2200,0,0,0,1199
2015,1,22,4,DL,13851,"Oklahoma City, OK",10397,"Atlanta, GA",600,912,0,0,0,761
2015,1,22,4,DL,15304,"Tampa, FL",13487,"Minneapolis, MN",1420,1650,0,0,0,1306
2015,1,22,4,DL,14747,"Seattle, WA",12478,"New York, NY",2240,644,0,0,0,2422
2015,1,22,4,DL,10257,"Albany, NY",10397,"Atlanta, GA",1245,1534,0,0,0,853
2015,1,22,4,DL,10397,"Atlanta, GA",10257,"Albany, NY",950,1200,0,0,0,853
2015,1,22,4,DL,15304,"Tampa, FL",13487,"Minneapolis, MN",800,1029,0,0,0,1306
2015,1,22,4,DL,13487,"Minneapolis, MN",15304,"Tampa, FL",1751,2207,0,0,0,1306
2015,1,22,4,DL,10397,"Atlanta, GA",14107,"Phoenix, AZ",810,1032,0,0,0,1587
2015,1,22,4,DL,14107,"Phoenix, AZ",10397,"Atlanta, GA",1126,1700,0,0,0,1587
2015,1,22,4,DL,12953,"New York, NY",10397,"Atlanta, GA",659,946,0,0,0,762
2015,1,22,4,DL,11433,"Detroit, MI",12953,"New York, NY",1726,1912,0,0,0,502
2015,1,22,4,DL,13487,"Minneapolis, MN",15304,"Tampa, FL",700,1119,0,0,0,1306
2015,1,22,4,DL,12889,"Las Vegas, NV",13487,"Minneapolis, MN",705,1217,8,0,0,1299
2015,1,22,4,DL,13487,"Minneapolis, MN",12889,"Las Vegas, NV",1935,2108,0,0,0,1299
2015,1,22,4,DL,12889,"Las Vegas, NV",12892,"Los Angeles, CA",627,735,0,0,0,236
2015,1,22,4,DL,12889,"Las Vegas, NV",10397,"Atlanta, GA",715,1402,0,0,0,1747
2015,1,22,4,DL,12892,"Los Angeles, CA",10397,"Atlanta, GA",1445,2155,0,0,0,1947
2015,1,22,4,DL,10397,"Atlanta, GA",12892,"Los Angeles, CA",1117,1325,5,0,0,1947
2015,1,22,4,DL,11193,"Cincinnati, OH",10397,"Atlanta, GA",930,1117,0,0,0,373
2015,1,22,4,DL,14869,"Salt Lake City, UT",14747,"Seattle, WA",2200,2316,0,0,0,689
2015,1,22,4,DL,12892,"Los Angeles, CA",15304,"Tampa, FL",1200,1924,0,0,0,2158
2015,1,22,4,DL,15304,"Tampa, FL",12892,"Los Angeles, CA",804,1030,0,0,0,2158
2015,1,22,4,DL,12892,"Los Angeles, CA",12173,"Honolulu, HI",1445,1837,0,0,0,2556
2015,1,22,4,DL,13487,"Minneapolis, MN",12892,"Los Angeles, CA",1128,1330,0,0,0,1535
2015,1,22,4,DL,10397,"Atlanta, GA",14100,"Philadelphia, PA",1110,1310,0,0,0,666
2015,1,22,4,DL,14100,"Philadelphia, PA",10397,"Atlanta, GA",1400,1621,0,0,0,666
2015,1,22,4,DL,11433,"Detroit, MI",14100,"Philadelphia, PA",1402,1546,0,0,0,453
2015,1,22,4,DL,14100,"Philadelphia, PA",11433,"Detroit, MI",1711,1905,8,0,0,453
2015,1,22,4,DL,14635,"Fort Myers, FL",11433,"Detroit, MI",1800,2058,0,0,0,1084
2015,1,22,4,DL,10397,"Atlanta, GA",14492,"Raleigh/Durham, NC",1301,1421,0,0,0,356
2015,1,22,4,DL,14492,"Raleigh/Durham, NC",10397,"Atlanta, GA",1505,1640,0,0,0,356
2015,1,22,4,DL,11433,"Detroit, MI",10693,"Nashville, TN",2140,2229,0,0,0,456
2015,1,22,4,DL,12892,"Los Angeles, CA",14492,"Raleigh/Durham, NC",1150,1937,0,0,0,2239
2015,1,22,4,DL,10397,"Atlanta, GA",14679,"San Diego, CA",2050,2246,4,0,0,1892
2015,1,22,4,DL,15096,"Syracuse, NY",10397,"Atlanta, GA",545,835,0,0,0,794
2015,1,22,4,DL,14635,"Fort Myers, FL",11433,"Detroit, MI",1307,1605,0,0,0,1084
2015,1,22,4,DL,10397,"Atlanta, GA",15016,"St. Louis, MO",956,1047,0,0,0,484
2015,1,22,4,DL,15016,"St. Louis, MO",10397,"Atlanta, GA",1127,1401,0,0,0,484
2015,1,22,4,DL,10397,"Atlanta, GA",10874,"Akron, OH",2050,2233,0,0,0,528
2015,1,22,4,DL,10397,"Atlanta, GA",15304,"Tampa, FL",831,954,0,0,0,406
2015,1,22,4,DL,15304,"Tampa, FL",10397,"Atlanta, GA",1045,1221,0,0,0,406
2015,1,22,4,DL,13204,"Orlando, FL",13487,"Minneapolis, MN",745,1019,0,0,0,1310
2015,1,22,4,DL,12339,"Indianapolis, IN",10397,"Atlanta, GA",705,903,0,0,0,432
2015,1,22,4,DL,11697,"Fort Lauderdale, FL",11433,"Detroit, MI",1558,1905,6,0,0,1127
2015,1,22,4,DL,12892,"Los Angeles, CA",13495,"New Orleans, LA",820,1406,57,1,0,1670
2015,1,22,4,DL,13495,"New Orleans, LA",12892,"Los Angeles, CA",1950,2215,0,0,0,1670
2015,1,22,4,DL,14635,"Fort Myers, FL",11433,"Detroit, MI",1135,1431,0,0,0,1084
2015,1,22,4,DL,11433,"Detroit, MI",13303,"Miami, FL",1215,1528,0,0,0,1145
2015,1,22,4,DL,10397,"Atlanta, GA",12889,"Las Vegas, NV",1910,2049,0,0,0,1747
2015,1,22,4,DL,12892,"Los Angeles, CA",11193,"Cincinnati, OH",1215,1924,27,1,0,1900
2015,1,22,4,DL,10397,"Atlanta, GA",13871,"Omaha, NE",1530,1703,0,0,0,821
2015,1,22,4,DL,13871,"Omaha, NE",10397,"Atlanta, GA",1744,2057,6,0,0,821
2015,1,22,4,DL,10721,"Boston, MA",11433,"Detroit, MI",850,1118,0,0,0,632
2015,1,22,4,DL,10397,"Atlanta, GA",14576,"Rochester, NY",1454,1702,0,0,0,749
2015,1,22,4,DL,14576,"Rochester, NY",10397,"Atlanta, GA",1745,2013,0,0,0,749
2015,1,22,4,DL,12953,"New York, NY",13204,"Orlando, FL",1829,2142,9,0,0,950
2015,1,22,4,DL,10397,"Atlanta, GA",12953,"New York, NY",1345,1600,0,0,0,762
2015,1,22,4,DL,10397,"Atlanta, GA",13198,"Kansas City, MO",2000,2117,0,0,0,692
2015,1,22,4,DL,13577,"Myrtle Beach, SC",10397,"Atlanta, GA",650,819,0,0,0,317
2015,1,22,4,DL,11697,"Fort Lauderdale, FL",10397,"Atlanta, GA",1145,1350,0,0,0,581
2015,1,22,4,DL,11057,"Charlotte, NC",10397,"Atlanta, GA",745,910,7,0,0,226
2015,1,22,4,DL,14679,"San Diego, CA",10397,"Atlanta, GA",645,1350,1,0,0,1892
2015,1,22,4,DL,13342,"Milwaukee, WI",13487,"Minneapolis, MN",1700,1828,0,0,0,297
2015,1,22,4,DL,13487,"Minneapolis, MN",13342,"Milwaukee, WI",1509,1625,0,0,0,297
2015,1,22,4,DL,10397,"Atlanta, GA",15370,"Tulsa, OK",2034,2149,4,0,0,674
2015,1,22,4,DL,14843,"San Juan, PR",10397,"Atlanta, GA",1640,1944,0,0,0,1547
2015,1,22,4,DL,13487,"Minneapolis, MN",12953,"New York, NY",1920,2257,9,0,0,1020
2015,1,22,4,DL,14100,"Philadelphia, PA",13487,"Minneapolis, MN",1634,1839,22,1,0,980
2015,1,22,4,DL,12451,"Jacksonville, FL",10397,"Atlanta, GA",530,640,0,0,0,270
2015,1,22,4,DL,10397,"Atlanta, GA",14122,"Pittsburgh, PA",1100,1245,0,0,0,526
2015,1,22,4,DL,13487,"Minneapolis, MN",12339,"Indianapolis, IN",1938,2220,0,0,0,503
2015,1,22,4,DL,10721,"Boston, MA",10397,"Atlanta, GA",820,1127,0,0,0,946
2015,1,22,4,DL,12889,"Las Vegas, NV",10397,"Atlanta, GA",600,1248,0,0,0,1747
2015,1,22,4,DL,13495,"New Orleans, LA",13487,"Minneapolis, MN",1530,1815,33,1,0,1039
2015,1,22,4,DL,11433,"Detroit, MI",11697,"Fort Lauderdale, FL",720,1040,0,0,0,1127
2015,1,22,4,DL,11697,"Fort Lauderdale, FL",11433,"Detroit, MI",1130,1441,0,0,0,1127
2015,1,22,4,DL,10397,"Atlanta, GA",12217,"Huntsville, AL",1342,1336,0,0,0,151
2015,1,22,4,DL,12217,"Huntsville, AL",10397,"Atlanta, GA",1412,1614,0,0,0,151
2015,1,22,4,DL,12191,"Houston, TX",10397,"Atlanta, GA",1809,2105,5,0,0,696
2015,1,22,4,DL,10397,"Atlanta, GA",10994,"Charleston, SC",1931,2040,0,0,0,259
2015,1,22,4,DL,10713,"Boise, ID",13487,"Minneapolis, MN",520,915,0,0,0,1142
2015,1,22,4,DL,13487,"Minneapolis, MN",11292,"Denver, CO",1425,1535,0,0,0,680
2015,1,22,4,DL,11292,"Denver, CO",11433,"Detroit, MI",610,1116,0,0,0,1123
2015,1,22,4,DL,11433,"Detroit, MI",11292,"Denver, CO",1545,1713,0,0,0,1123
2015,1,22,4,DL,10397,"Atlanta, GA",13930,"Chicago, IL",1345,1450,0,0,0,606
2015,1,22,4,DL,10397,"Atlanta, GA",12339,"Indianapolis, IN",1205,1336,0,0,0,432
2015,1,22,4,DL,12339,"Indianapolis, IN",10397,"Atlanta, GA",1417,1558,0,0,0,432
2015,1,22,4,DL,12992,"Little Rock, AR",10397,"Atlanta, GA",710,950,0,0,0,453
2015,1,22,4,DL,13487,"Minneapolis, MN",14893,"Sacramento, CA",1945,2143,0,0,0,1517
2015,1,22,4,DL,11292,"Denver, CO",10397,"Atlanta, GA",800,1305,1,0,0,1199
2015,1,22,4,DL,10397,"Atlanta, GA",12191,"Houston, TX",1315,1438,0,0,0,696
2015,1,22,4,DL,12191,"Houston, TX",10397,"Atlanta, GA",1517,1814,0,0,0,696
2015,1,22,4,DL,13204,"Orlando, FL",10397,"Atlanta, GA",720,906,0,0,0,404
2015,1,22,4,DL,12953,"New York, NY",13487,"Minneapolis, MN",1630,1901,0,0,0,1020
2015,1,22,4,DL,13871,"Omaha, NE",13487,"Minneapolis, MN",645,805,0,0,0,282
2015,1,22,4,DL,11433,"Detroit, MI",15304,"Tampa, FL",1450,1740,0,0,0,983
2015,1,22,4,DL,11433,"Detroit, MI",10721,"Boston, MA",1725,1922,0,0,0,632
2015,1,22,4,DL,10721,"Boston, MA",11433,"Detroit, MI",1832,2056,9,0,0,632
2015,1,22,4,DL,13487,"Minneapolis, MN",14100,"Philadelphia, PA",1925,2302,0,0,0,980
2015,1,22,4,DL,10821,"Baltimore, MD",10397,"Atlanta, GA",615,821,0,0,0,577
2015,1,22,4,DL,10397,"Atlanta, GA",11697,"Fort Lauderdale, FL",1510,1705,0,0,0,581
2015,1,22,4,DL,11697,"Fort Lauderdale, FL",10397,"Atlanta, GA",1810,2013,0,0,0,581
2015,1,22,4,DL,10397,"Atlanta, GA",11697,"Fort Lauderdale, FL",845,1040,0,0,0,581
2015,1,22,4,DL,13495,"New Orleans, LA",11433,"Detroit, MI",1116,1448,0,0,0,926
2015,1,22,4,DL,14570,"Reno, NV",14869,"Salt Lake City, UT",1207,1426,0,0,0,422
2015,1,22,4,DL,14869,"Salt Lake City, UT",14570,"Reno, NV",1100,1127,0,0,0,422
2015,1,22,4,DL,10397,"Atlanta, GA",14683,"San Antonio, TX",2104,2248,5,0,0,874
2015,1,22,4,DL,14869,"Salt Lake City, UT",12892,"Los Angeles, CA",1647,1745,14,0,0,590
2015,1,22,4,DL,13487,"Minneapolis, MN",13930,"Chicago, IL",657,834,0,0,0,334
2015,1,22,4,DL,13930,"Chicago, IL",13487,"Minneapolis, MN",914,1051,0,0,0,334
2015,1,22,4,DL,10397,"Atlanta, GA",12191,"Houston, TX",810,929,0,0,0,696
2015,1,22,4,DL,12191,"Houston, TX",10397,"Atlanta, GA",1008,1304,0,0,0,696
2015,1,22,4,DL,14747,"Seattle, WA",14869,"Salt Lake City, UT",600,859,0,0,0,689
